ID,Language_ID,Parameter_ID,Lemma_ID,Gloss_ID,Tag_ID,Form,Segments,Comment,Source
1618,2,417,,73,,fulkjoː,f u l k j oː,,
1619,2,417,,73,,fulkjeti,f u l k j e t i,,
1620,1,418,404,74,21,fuːcus,f uː c u s,,
1621,1,418,404,74,22,fuːciː,f uː c iː,,
1622,2,418,,74,,foukos,f ou k o s,,
1623,2,418,,74,,foukiː,f ou k iː,,
1624,1,419,405,75,67,fuiː,f u iː,,
1625,1,419,405,75,68,fuit,f u i t,,
1626,2,419,,75,,fuːai,f uː ai,,
1627,2,419,,75,,fuːeit,f uː ei t,,
1628,1,420,406,,17,fulcrum,f u l c r u m,,
1629,1,420,406,,18,fulcriː,f u l c r iː,,
1630,2,420,,,,fulktlom,f u l k t l o m,,
1631,2,420,,,,fulktliː,f u l k t l iː,,
1632,1,421,407,,1,fulgoː,f u l g oː,,
1633,1,421,407,,2,fulgit,f u l g i t,,
1634,2,421,,,,folgoː,f o l g oː,,
1635,2,421,,,,folgeti,f o l g e t i,,
1636,1,422,408,,13,fulgur,f u l g u r,,
1637,1,422,408,,14,fulguris,f u l g u r i s,,
1638,2,422,,,,folgos,f o l g o s,,
1639,2,422,,,,folgozes,f o l g o z e s,,
1640,1,423,409,,13,fulmen,f u l m e n,,
1641,1,423,409,,14,fulminis,f u l m i n i s,,
1642,2,423,,,,folgamen,f o l g a m e n,,
1643,2,423,,,,folgamenes,f o l g a m e n e s,,
1644,1,424,410,,17,fulmentum,f u l m e n t u m,,
1645,1,424,410,,18,fulmentiː,f u l m e n t iː,,
1646,2,424,,,,fulkmentom,f u l k m e n t o m,,
1647,2,424,,,,fulkmentiː,f u l k m e n t iː,,
1648,1,425,411,76,1,fundoː,f u n d oː,,
1649,1,425,411,76,2,fundit,f u n d i t,,
1650,2,425,,76,,χundoː,χ u n d oː,,
1651,2,425,,76,,χundeti,χ u n d e t i,,
1652,1,426,412,77,21,fundus,f u n d u s,,
1653,1,426,412,77,22,fundiː,f u n d iː,,
1654,2,426,,77,,fundos,f u n d o s,,
1655,2,426,,77,,fundiː,f u n d iː,,
1656,1,427,413,,21,furnus,f u r n u s,,
1657,1,427,413,,22,furniː,f u r n iː,,
1658,2,427,,,,fornos,f o r n o s,,
1659,2,427,,,,forniː,f o r n iː,,
1660,1,428,414,,21,fuːmus,f uː m u s,,
1661,1,428,414,,22,fuːmiː,f uː m iː,,
1662,2,428,,,,fuːmos,f uː m o s,,
1663,2,428,,,,fuːmiː,f uː m iː,,
1664,1,429,415,,23,fuːnebris,f uː n e b r i s,,
1665,1,429,415,,24,fuːnebris,f uː n e b r i s,,
1666,2,429,,,,fuːnesris,f uː n e s r i s,,
1667,2,429,,,,fuːnesres,f uː n e s r e s,,
1668,1,430,416,,13,fuːnus,f uː n u s,,
1669,1,430,416,,14,fuːneris,f uː n e r i s,,
1670,2,430,,,,fuːnos,f uː n o s,,
1671,2,430,,,,fuːnezes,f uː n e z e s,,
1672,1,431,417,,41,fuːr,f uː r,,
1673,1,431,417,,42,fuːris,f uː r i s,,
1674,2,431,,,,foːr,f oː r,,
1675,2,431,,,,foːres,f oː r e s,,
1676,1,432,418,78,21,gallus,g a l l u s,,
1677,1,432,418,78,22,galliː,g a l l iː,,
1678,2,432,,78,,galsos,g a l s o s,,
1679,2,432,,78,,galliː,g a l l iː,,
1680,1,433,419,79,36,garrioː,g a r r i oː,,
1681,1,433,419,79,37,garrit,g a r r i t,,
1682,2,433,,79,,gaːrjoː,g aː r j oː,,
1683,2,433,,79,,garrjeti,g a r r j e t i,,
1684,1,434,420,,7,gaudeoː,g au d e oː,,
1685,1,434,420,,8,gaudet,g au d e t,,
1686,2,434,,,,gaːwideːjoː,g aː w i d eː j oː,,
1687,2,434,,,,gaːwideːjeti,g aː w i d eː j e t i,,
1688,1,435,421,,15,gelus,g e l u s,,
1689,1,435,421,,16,geluːs,g e l uː s,,
1690,2,435,,,,gelus,g e l u s,,
1691,2,435,,,,geluos,g e l u o s,,
1692,1,436,422,80,9,geminus,g e m i n u s,,
1693,1,436,422,80,10,geminiː,g e m i n iː,,
1694,2,436,,80,,jemanos,j e m a n o s,,
1695,2,436,,80,,jemaniː,j e m a n iː,,
1696,1,437,423,,34,gemma,g e m m a,,
1697,1,437,423,,35,gemmae,g e m m ae,,
1698,2,437,,,,gebmaː,g e b m aː,,
1699,2,437,,,,gemmaːiː,g e m m aː iː,,
1700,1,438,424,81,1,gemoː,g e m oː,,
1701,1,438,424,81,2,gemit,g e m i t,,
1702,2,438,,81,,genoː,g e n oː,,
1703,2,438,,81,,gemeti,g e m e t i,,
1704,1,439,425,82,5,gener,g e n e r,,
1705,1,439,425,82,6,generiː,g e n e r iː,,
1706,2,439,,82,,genros,g e n r o s,,
1707,2,439,,82,,genriː,g e n r iː,,
1708,1,440,426,,1,genoː,g e n oː,,
1709,1,440,426,,2,genit,g e n i t,,
1710,2,440,,,,genoː,g e n oː,,
1711,2,440,,,,geneti,g e n e t i,,
1712,1,441,427,,13,genus,g e n u s,,
1713,1,441,427,,14,generis,g e n e r i s,,
1714,2,441,,,,genos,g e n o s,,
1715,2,441,,,,genezes,g e n e z e s,,
1716,1,442,428,83,69,genuː,g e n uː,,
1717,1,442,428,83,70,genuːs,g e n uː s,,
1718,2,442,,83,,genuː,g e n uː,,
1719,2,442,,83,,genuos,g e n u o s,,
1720,1,443,429,,13,germen,g e r m e n,,
1721,1,443,429,,14,germinis,g e r m i n i s,,
1722,2,443,,,,genmen,g e n m e n,,
1723,2,443,,,,genmenes,g e n m e n e s,,
1724,1,444,430,,1,geroː,g e r oː,,
1725,1,444,430,,2,gerit,g e r i t,,
1726,2,444,,,,gezoː,g e z oː,,
1727,2,444,,,,gezeti,g e z e t i,,
1728,1,445,431,,3,geːns,g eː n s,,
1729,1,445,431,,4,gentis,g e n t i s,,
1730,2,445,,,,gentis,g e n t i s,,
1731,2,445,,,,gentes,g e n t e s,,
1732,1,446,432,84,5,gibber,g i b b e r,,
1733,1,446,432,84,6,gibberis,g i b b e r i s,,
1734,2,446,,84,,giːfris,g iː f r i s,,
1735,2,446,,84,,giːfres,g iː f r e s,,
1736,1,447,433,,1,giŋnoː,g i ŋ n oː,,
1737,1,447,433,,2,giŋnit,g i ŋ n i t,,
1738,2,447,,,,gignoː,g i g n oː,,
1739,2,447,,,,gigneti,g i g n e t i,,
1740,1,448,434,,9,glaber,g l a b e r,,
1741,1,448,434,,10,glabriː,g l a b r iː,,
1742,2,448,,,,ɣlaðros,ɣ l a ð r o s,,
1743,2,448,,,,ɣlaðriː,ɣ l a ð r iː,,
1744,1,449,435,85,3,glaːns,g l aː n s,,
1745,1,449,435,85,4,glaːndis,g l aː n d i s,,
1746,2,449,,85,,glaːnts,g l aː n t s,,
1747,2,449,,85,,glaːndes,g l aː n d e s,,
1748,1,450,436,,13,glomus,g l o m u s,,
1749,1,450,436,,14,glomeris,g l o m e r i s,,
1750,2,450,,,,glemos,g l e m o s,,
1751,2,450,,,,glemozes,g l e m o z e s,,
1752,1,451,437,86,34,gloːria,g l oː r i a,,
1753,1,451,437,86,35,gloːriae,g l oː r i ae,,
1754,2,451,,86,,gnoːria,g n oː r i a,,
1755,2,451,,86,,gloːriaːi,g l oː r i aː i,,
1756,1,452,438,,3,gloːs,g l oː s,,
1757,1,452,438,,4,gloːris,g l oː r i s,,
1758,2,452,,,,gloːs,g l oː s,,
1759,2,452,,,,gloːses,g l oː s e s,,
1760,1,453,439,,1,gluːboː,g l uː b oː,,
1761,1,453,439,,2,gluːbit,g l uː b i t,,
1762,2,453,,,,gluːβo,g l uː β o,,
1763,2,453,,,,gluːβeti,g l uː β e t i,,
1764,1,454,440,,13,gluːten,g l uː t e n,,
1765,1,454,440,,14,gluːtinis,g l uː t i n i s,,
1766,2,454,,,,gloiten,g l oi t e n,,
1767,2,454,,,,gloitenes,g l oi t e n e s,,
1768,1,455,441,,9,ŋnaːrus,ŋ n aː r u s,,
1769,1,455,441,,10,ŋnaːriː,ŋ n aː r iː,,
1770,2,455,,,,gnaːros,g n aː r o s,,
1771,2,455,,,,gnaːriː,g n aː r iː,,
1772,1,456,442,87,21,ŋnaːtus,ŋ n aː t u s,,
1773,1,456,442,87,22,ŋnaːtiː,ŋ n aː t iː,,
1774,2,456,,87,,gnaːtos,g n aː t o s,,
1775,2,456,,87,,gnaːti,g n aː t i,,
1776,1,457,443,,43,gradior,g r a d i o r,,
1777,1,457,443,,44,graditur,g r a d i t u r,,
1778,2,457,,,,gradjoːr,g r a d j oː r,,
1779,2,457,,,,gradjeti,g r a d j e t i,,
1780,1,458,444,,15,gradus,g r a d u s,,
1781,1,458,444,,16,graduːs,g r a d uː s,,
1782,2,458,,,,graðus,g r a ð u s,,
1783,2,458,,,,graðuos,g r a ð u o s,,
1784,1,459,445,88,3,grandoː,g r a n d oː,,
1785,1,459,445,88,4,grandinis,g r a n d i n i s,,
1786,2,459,,88,,graːdnoː,g r aː d n oː,,
1787,2,459,,88,,graːdnenes,g r aː d n e n e s,,
1788,1,460,446,89,23,gravis,g r a v i s,,
1789,1,460,446,89,24,gravis,g r a v i s,,
1790,2,460,,89,,grawus,g r a w u s,,
1791,2,460,,89,,grawos,g r a w o s,,
1792,1,461,447,,5,grex,g r e x,,
1793,1,461,447,,6,gregis,g r e g i s,,
1794,2,461,,,,gwreks,g w r e k s,,
1795,2,461,,,,gwreges,g w r e g e s,,
1796,1,462,448,,13,graːmen,g r aː m e n,,
1797,1,462,448,,14,graːminis,g r aː m i n i s,,
1798,2,462,,,,grasmen,g r a s m e n,,
1799,2,462,,,,grasmenes,g r a s m e n e s,,
1800,1,463,449,,17,graːnum,g r aː n u m,,
1801,1,463,449,,18,graːniː,g r aː n iː,,
1802,2,463,,,,graːnom,g r aː n o m,,
1803,2,463,,,,graːniː,g r aː n iː,,
1804,1,464,450,90,65,graːteːs,g r aː t eː s,,
1805,1,464,450,90,66,graːtium,g r aː t i u m,,
1806,2,464,,90,,graːtejes,g r aː t e j e s,,
1807,2,464,,90,,graːtjoːm,g r aː t j oː m,,
1808,1,465,451,,9,graːtus,g r aː t u s,,
1809,1,465,451,,10,graːtiː,g r aː t iː,,
1810,2,465,,,,gʷraːtos,gʷ r aː t o s,,
1811,2,465,,,,gʷraːtiː,gʷ r aː t iː,,
1812,1,466,452,,34,grunda,g r u n d a,,
1813,1,466,452,,35,grundae,g r u n d ae,,
1814,2,466,,,,ɣrondaː,ɣ r o n d aː,,
1815,2,466,,,,ɣrondaːiː,ɣ r o n d aː iː,,
1816,1,467,453,91,1,gruoː,g r u oː,,
1817,1,467,453,91,2,gruit,g r u i t,,
1818,2,467,,91,,ɣruwoː,ɣ r u w oː,,
1819,2,467,,91,,ɣruweti,ɣ r u w e t i,,
1820,1,468,454,,41,gruːs,g r uː s,,
1821,1,468,454,,42,gruis,g r u i s,,
1822,2,468,,,,gruːs,g r uː s,,
1823,2,468,,,,gruːes,g r uː e s,,
1824,1,469,455,92,71,gumia,g u m i a,,
1825,1,469,455,92,72,gumiae,g u m i ae,,
1826,2,469,,92,,gomija,g o m i j a,,
1827,2,469,,92,,gomijaːiː,g o m i j aː iː,,
1828,1,470,456,,21,gurdus,g u r d u s,,
1829,1,470,456,,22,gurdiː,g u r d iː,,
1830,2,470,,,,gʷordos,gʷ o r d o s,,
1831,2,470,,,,gʷordiː,gʷ o r d iː,,
1832,1,471,457,,15,gustus,g u s t u s,,
1833,1,471,457,,16,gustuːs,g u s t uː s,,
1834,2,471,,,,gustus,g u s t u s,,
1835,2,471,,,,gustuos,g u s t u o s,,
1836,1,472,458,,7,habeoː,h a b e oː,,
1837,1,472,458,,8,habet,h a b e t,,
1838,2,472,,,,χabeːjoː,χ a b eː j oː,,
1839,2,472,,,,χaβeːjoː,χ a β eː j oː,,
1840,2,472,,,,χabeːjeti,χ a b eː j e t i,,
1841,2,472,,,,χaβeːjeti,χ a β eː j e t i,,
1842,1,473,459,,21,haedus,h ae d u s,,
1843,1,473,459,,22,haediː,h ae d iː,,
1844,2,473,,,,χaidos,χ ai d o s,,
1845,2,473,,,,χaidiː,χ ai d iː,,
1846,1,474,460,,7,haereoː,h ae r e oː,,
1847,1,474,460,,8,haeret,h ae r e t,,
1848,2,474,,,,χaizeːjoː,χ ai z eː j oː,,
1849,2,474,,,,χaizeːjeti,χ ai z eː j e t i,,
1850,1,475,461,,3,harundo,h a r u n d o,,
1851,1,475,461,,4,harundinis,h a r u n d i n i s,,
1852,2,475,,,,χarundoː,χ a r u n d oː,,
1853,2,475,,,,χarundenes,χ a r u n d e n e s,,
1854,1,476,462,,5,haruspex,h a r u s p e x,,
1855,1,476,462,,6,haruspicis,h a r u s p i c i s,,
1856,2,476,,,,χaruspeks,χ a r u s p e k s,,
1857,2,476,,,,χaruspekes,χ a r u s p e k e s,,
1858,1,477,463,,34,hasta,h a s t a,,
1859,1,477,463,,35,hastae,h a s t ae,,
1860,2,477,,,,χastaː,χ a s t aː,,
1861,2,477,,,,χastaːiː,χ a s t aː iː,,
1862,1,478,464,93,36,haurioː,h au r i oː,,
1863,1,478,464,93,37,haurit,h au r i t,,
1864,2,478,,93,,auzjoː,au z j oː,,
1865,2,478,,93,,auzjeti,au z j e t i,,
1866,1,479,465,94,19,haːloː,h aː l oː,,
1867,1,479,465,94,20,haːlat,h aː l a t,,
1868,2,479,,94,,anaslaːjoː,a n a s l aː j oː,,
1869,2,479,,94,,anaslaːjeti,a n a s l aː j e t i,,
1870,1,480,466,,34,hedera,h e d e r a,,
1871,1,480,466,,35,hederae,h e d e r ae,,
1872,2,480,,,,χedraː,χ e d r aː,,
1873,2,480,,,,χederaːiː,χ e d e r aː iː,,
1874,1,481,467,,9,helvus,h e l v u s,,
1875,1,481,467,,10,helviː,h e l v iː,,
1876,2,481,,,,χeliwos,χ e l i w o s,,
1877,2,481,,,,χeliwiː,χ e l i w iː,,
1878,1,482,468,,29,here,h e r e,,
1879,2,482,,,,heziː,h e z iː,,
1880,1,483,468,95,29,heriː,h e r iː,,
1881,2,483,,95,,hezi,h e z i,,
1882,1,484,468,,29,heri,h e r i,,
1883,2,484,,,,hezi,h e z i,,
1884,1,485,469,,41,heːreːs,h eː r eː s,,
1885,1,485,469,,42,heːreːdis,h eː r eː d i s,,
1886,2,485,,,,χeːreːts,χ eː r eː t s,,
1887,2,485,,,,χeːreːdes,χ eː r eː d e s,,
1888,1,486,470,,73,hic,h i c,,
1889,2,486,,,,χeke,χ e k e,,
1890,2,486,,,,χek,χ e k,,
1891,1,487,471,,19,hioː,h i oː,,
1892,1,487,471,,20,hiat,h i a t,,
1893,2,487,,,,χiaːjoː,χ i aː j oː,,
1894,2,487,,,,χiaːjeti,χ i aː j e t i,,
1895,1,488,472,96,74,hir,h i r,,
1896,2,488,,96,,χezros,χ e z r o s,,
1897,1,489,473,97,9,hirtus,h i r t u s,,
1898,1,489,473,97,10,hirtiː,h i r t iː,,
1899,2,489,,97,,χerktos,χ e r k t o s,,
1900,2,489,,97,,χerktiː,χ e r k t iː,,
1901,1,490,474,,9,hiːbernus,h iː b e r n u s,,
1902,1,490,474,,10,hiːberniː,h iː b e r n iː,,
1903,2,490,,,,χeimrinos,χ ei m r i n o s,,
1904,2,490,,,,χeimriniː,χ ei m r i n iː,,
1905,1,491,475,,13,holus,h o l u s,,
1906,1,491,475,,14,holeris,h o l e r i s,,
1907,2,491,,,,χelos,χ e l o s,,
1908,2,491,,,,χelos,χ e l o s,,
1909,1,492,476,98,5,homoː,h o m oː,,
1910,1,492,476,98,6,hominis,h o m i n i s,,
1911,2,492,,98,,χemoː,χ e m oː,,
1912,2,492,,98,,χemones,χ e m o n e s,,
1913,1,493,477,,17,hordeum,h o r d e u m,,
1914,1,493,477,,18,hordeiː,h o r d e iː,,
1915,2,493,,,,χorzdeom,χ o r z d e o m,,
1916,2,493,,,,χordeiː,χ o r d e iː,,
1917,1,494,478,99,43,horior,h o r i o r,,
1918,1,494,478,99,44,horitur,h o r i t u r,,
1919,2,494,,99,,χorjoːr,χ o r j oː r,,
1920,2,494,,99,,χorjeti,χ o r j e t i,,
1921,1,495,479,,9,hoːrnus,h oː r n u s,,
1922,1,495,479,,10,hoːrniː,h oː r n iː,,
1923,2,495,,,,χojoːrnos,χ o j oː r n o s,,
1924,2,495,,,,χojoːrniː,χ o j oː r n iː,,
1925,1,496,480,,7,horreoː,h o r r e oː,,
1926,1,496,480,,8,horret,h o r r e t,,
1927,2,496,,,,χorzeːoː,χ o r z eː oː,,
1928,2,496,,,,χorzeːti,χ o r z eː t i,,
1929,1,497,481,,5,horror,h o r r o r,,
1930,1,497,481,,6,horroːris,h o r r oː r i s,,
1931,2,497,,,,χorzoːs,χ o r z oː s,,
1932,2,497,,,,χorzoːses,χ o r z oː s e s,,
1933,1,498,482,,21,hortus,h o r t u s,,
1934,1,498,482,,22,hortiː,h o r t iː,,
1935,2,498,,,,χortos,χ o r t o s,,
1936,2,498,,,,χortiː,χ o r t iː,,
1937,1,499,483,100,41,hospes,h o s p e s,,
1938,2,499,,100,,χostipotis,χ o s t i p o t i s,,
1939,1,500,484,,17,hospitium,h o s p i t i u m,,
1940,1,500,484,,18,hospitiː,h o s p i t iː,,
1941,2,500,,,,χostipotjom,χ o s t i p o t j o m,,
1942,2,500,,,,χostipotjiː,χ o s t i p o t j iː,,
1943,1,501,485,,41,hostis,h o s t i s,,
1944,1,501,485,,42,hostis,h o s t i s,,
1945,2,501,,,,χostis,χ o s t i s,,
1946,2,501,,,,χostes,χ o s t e s,,
1947,1,502,486,,23,hostiːlis,h o s t iː l i s,,
1948,1,502,486,,24,hostiːlis,h o s t iː l i s,,
1949,2,502,,,,χostjelis,χ o s t j e l i s,,
1950,2,502,,,,χostjeles,χ o s t j e l e s,,
1951,1,503,487,,21,hostus,h o s t u s,,
1952,1,503,487,,22,hostiː,h o s t iː,,
1953,2,503,,,,χostos,χ o s t o s,,
1954,2,503,,,,χostiː,χ o s t iː,,
1955,1,504,488,,29,humiː,h u m iː,,
1956,2,504,,,,χomei,χ o m ei,,
1957,1,505,488,,31,humus,h u m u s,,
1958,1,505,488,,32,humiː,h u m iː,,
1959,2,505,,,,χomos,χ o m o s,,
1960,2,505,,,,χomiː,χ o m iː,,
1961,1,506,489,,7,iaceoː,i a c e oː,,
1962,1,506,489,,8,iacet,i a c e t,,
1963,2,506,,,,jakeːoː,j a k eː oː,,
1964,2,506,,,,jakeːeti,j a k eː e t i,,
1965,1,507,490,,1,iacioː,i a c i oː,,
1966,1,507,490,,2,iacit,i a c i t,,
1967,2,507,,,,jakjoː,j a k j oː,,
1968,2,507,,,,jakjetiː,j a k j e t iː,,
1969,1,508,491,,29,iam,i a m,,
1970,2,508,,,,jaːm,j aː m,,
1971,1,509,492,,15,iaːnus,i aː n u s,,
1972,1,509,492,,16,iaːnuːs,i aː n uː s,,
1973,2,509,,,,jaːnus,j aː n u s,,
1974,2,509,,,,jaːnwos,j aː n w o s,,
1975,1,510,493,101,29,ibi,i b i,,
1976,2,510,,101,,iðei,i ð ei,,
1977,2,510,,101,,ifei,i f ei,,
1978,1,511,493,,29,ibiː,i b iː,,
1979,2,511,,,,iðei,i ð ei,,
1980,2,511,,,,ifei,i f ei,,
1981,1,512,494,102,13,iecur,i e c u r,,
1982,2,512,,102,,jekʷor,j e kʷ o r,,
1983,1,513,495,103,19,ieientoː,i e i e n t oː,,
1984,1,513,495,103,20,ieientat,i e i e n t a t,,
1985,2,513,,103,,jagjentaːjoː,j a g j e n t aː j oː,,
1986,2,513,,103,,jagjentaːjeti,j a g j e n t aː j e t i,,
1987,1,514,496,,9,ieiuːnus,i e i uː n u s,,
1988,1,514,496,,10,ieiuːniː,i e i uː n iː,,
1989,2,514,,,,jagjuːnos,j a g j uː n o s,,
1990,2,514,,,,jagjuːniː,j a g j uː n iː,,
1991,1,515,287,,75,ieːns,i eː n s,,
1992,1,515,287,,76,euntis,e u n t i s,,
1993,2,515,,,,jents,j e n t s,,
1994,2,515,,,,ejontes,e j o n t e s,,
1995,1,516,497,,9,iŋnaːrus,i ŋ n aː r u s,,
1996,1,516,497,,10,iŋnaːriː,i ŋ n aː r iː,,
1997,2,516,,,,engnaːros,e n g n aː r o s,,
1998,2,516,,,,engnaːriː,e n g n aː r iː,,
1999,1,517,498,,19,iŋnoːroː,i ŋ n oː r oː,,
2000,1,517,498,,20,iŋnoːrat,i ŋ n oː r a t,,
2001,2,517,,,,engnoːsaːjo,e n g n oː s aː j o,,
2002,2,517,,,,engnoːsaːjeti,e n g n oː s aː j e t i,,
2003,1,518,499,,5,iŋnis,i ŋ n i s,,
2004,1,518,499,,6,iŋnis,i ŋ n i s,,
2005,2,518,,,,engʷnis,e n gʷ n i s,,
2006,2,518,,,,engʷnes,e n gʷ n e s,,
2007,1,519,500,104,29,illoːc,i l l oː c,,
2008,2,519,,104,,olloike,o l l oi k e,,
2009,2,519,,104,,elloike,e l l oi k e,,
2010,1,520,500,105,29,illuːc,i l l uː c,,
2011,2,520,,105,,olloike,o l l oi k e,,
2012,2,520,,105,,elloike,e l l oi k e,,
2013,1,521,501,,23,illuːstris,i l l uː s t r i s,,
2014,1,521,501,,24,illuːstris,i l l uː s t r i s,,
2015,2,521,,,,inlowkstris,i n l o w k s t r i s,,
2016,2,521,,,,inlowkstres,i n l o w k s t r e s,,
2017,1,522,502,,3,imagoː,i m a g oː,,
2018,1,522,502,,4,imaːginis,i m aː g i n i s,,
2019,2,522,,,,imaːgoː,i m aː g oː,,
2020,2,522,,,,imaːgenes,i m aː g e n e s,,
2021,1,523,503,,5,imber,i m b e r,,
2022,1,523,503,,6,imbris,i m b r i s,,
2023,2,523,,,,emβris,e m β r i s,,
2024,2,523,,,,emβres,e m β r e s,,
2025,1,524,504,106,1,imbuoː,i m b u oː,,
2026,1,524,504,106,2,imbuit,i m b u i t,,
2027,2,524,,106,,emðuoː,e m ð u oː,,
2028,2,524,,106,,emðueti,e m ð u e t i,,
2029,1,525,505,107,1,immittoː,i m m i t t oː,,
2030,1,525,505,107,2,immittit,i m m i t t i t,,
2031,2,525,,107,,enmeitoː,e n m ei t oː,,
2032,2,525,,107,,enmeiteti,e n m ei t e t i,,
2033,1,526,506,,9,imperfectus,i m p e r f e c t u s,,
2034,1,526,506,,10,imperfectiː,i m p e r f e c t iː,,
2035,2,526,,,,emperifaktos,e m p e r i f a k t o s,,
2036,2,526,,,,emperifaktiː,e m p e r i f a k t iː,,
2037,1,527,507,,0,in,i n,,
2038,2,527,,,,en,e n,,
2039,1,528,508,,1,incidoː,i n c i d oː,,
2040,1,528,508,,2,incidit,i n c i d i t,,
2041,2,528,,,,enkadoː,e n k a d oː,,
2042,2,528,,,,enkadeti,e n k a d e t i,,
2043,1,529,509,,1,inciːdoː,i n c iː d oː,,
2044,1,529,509,,2,inciːdit,i n c iː d i t,,
2045,2,529,,,,enkaidoː,e n k ai d oː,,
2046,2,529,,,,enkaideti,e n k ai d e t i,,
2047,1,530,510,108,13,inciːle,i n c iː l e,,
2048,1,530,510,108,14,inciːlis,i n c iː l i s,,
2049,2,530,,108,,enkaidslis,e n k ai d s l i s,,
2050,2,530,,108,,enkaidslis,e n k ai d s l i s,,
2051,1,531,511,,1,incoloː,i n c o l oː,,
2052,1,531,511,,2,incolit,i n c o l i t,,
2053,2,531,,,,enkʷeloː,e n kʷ e l oː,,
2054,2,531,,,,enkʷeleti,e n kʷ e l e t i,,
2055,1,532,512,,9,indigenus,i n d i g e n u s,,
2056,1,532,512,,10,indigeniː,i n d i g e n iː,,
2057,2,532,,,,endogenos,e n d o g e n o s,,
2058,2,532,,,,endogeniː,e n d o g e n iː,,
2059,1,533,513,,13,indiges,i n d i g e s,,
2060,1,533,513,,14,indigitis,i n d i g i t i s,,
2061,2,533,,,,endagets,e n d a g e t s,,
2062,2,533,,,,endagetes,e n d a g e t e s,,
2063,1,534,514,,7,indulgeo,i n d u l g e o,,
2064,1,534,514,,8,indulget,i n d u l g e t,,
2065,2,534,,,,endolɣejeoː,e n d o l ɣ e j e oː,,
2066,2,534,,,,endolɣejeti,e n d o l ɣ e j e t i,,
2067,1,535,515,,9,ineptus,i n e p t u s,,
2068,1,535,515,,10,ineptiː,i n e p t iː,,
2069,2,535,,,,enaptos,e n a p t o s,,
2070,2,535,,,,enaptiː,e n a p t iː,,
2071,1,536,516,,23,inermis,i n e r m i s,,
2072,1,536,516,,24,inermis,i n e r m i s,,
2073,2,536,,,,enarmis,e n a r m i s,,
2074,2,536,,,,enarmes,e n a r m e s,,
2075,1,537,517,,48,iners,i n e r s,,
2076,1,537,517,,49,inertis,i n e r t i s,,
2077,2,537,,,,enartis,e n a r t i s,,
2078,2,537,,,,enartes,e n a r t e s,,
2079,1,538,518,,34,inertia,i n e r t i a,,
2080,1,538,518,,35,inertiae,i n e r t i ae,,
2081,2,538,,,,enartjaː,e n a r t j aː,,
2082,2,538,,,,enartjaːiː,e n a r t j aː iː,,
2083,1,539,519,,9,iːnfestus,iː n f e s t u s,,
2084,1,539,519,,10,iːnfestiː,iː n f e s t iː,,
2085,2,539,,,,enfristos,e n f r i s t o s,,
2086,2,539,,,,iːnfristiː,iː n f r i s t iː,,
2087,1,540,520,,48,iŋgeːns,i ŋ g eː n s,,
2088,1,540,520,,49,iŋgentis,i ŋ g e n t i s,,
2089,2,540,,,,emgants,e m g a n t s,,
2090,2,540,,,,emgantes,e m g a n t e s,,
2091,1,541,521,,9,iŋgenuus,i ŋ g e n u u s,,
2092,1,541,521,,10,iŋgenuiː,i ŋ g e n u iː,,
2093,2,541,,,,engegenwos,e n g e g e n w o s,,
2094,2,541,,,,engegenwiː,e n g e g e n w iː,,
2095,1,542,522,,13,iŋguen,i ŋ g u e n,,
2096,1,542,522,,14,iŋguinis,i ŋ g u i n i s,,
2097,2,542,,,,engwen,e n g w e n,,
2098,2,542,,,,engwenes,e n g w e n e s,,
2099,1,543,523,,21,inimiːcus,i n i m iː c u s,,
2100,1,543,523,,22,inimiciː,i n i m i c iː,,
2101,2,543,,,,enamiːkos,e n a m iː k o s,,
2102,2,543,,,,enamiːkiː,e n a m iː k iː,,
2103,1,544,524,,19,instiːgoː,i n s t iː g oː,,
2104,1,544,524,,20,instiːgat,i n s t iː g a t,,
2105,2,544,,,,ensteigaːjoː,e n s t ei g aː j oː,,
2106,2,544,,,,ensteigaːjeti,e n s t ei g aː j e t i,,
2107,1,545,525,,9,integer,i n t e g e r,,
2108,1,545,525,,10,integriː,i n t e g r iː,,
2109,2,545,,,,entagros,e n t a g r o s,,
2110,2,545,,,,entagriː,e n t a g r iː,,
2111,1,546,526,,41,interpres,i n t e r p r e s,,
2112,1,546,526,,42,interpretis,i n t e r p r e t i s,,
2113,2,546,,,,enterporets,e n t e r p o r e t s,,
2114,2,546,,,,enterporetes,e n t e r p o r e t e s,,
2115,1,547,527,,0,inter,i n t e r,,
2116,2,547,,,,enter,e n t e r,,
2117,1,548,528,,9,intestiːnus,i n t e s t iː n u s,,
2118,1,548,528,,10,intestiːniː,i n t e s t iː n iː,,
2119,2,548,,,,enterstiːnos,e n t e r s t iː n o s,,
2120,2,548,,,,enterstiːniː,e n t e r s t iː n iː,,
2121,1,549,529,,19,inviːtoː,i n v iː t oː,,
2122,1,549,529,,20,inviːtat,i n v iː t a t,,
2123,2,549,,,,enwiːtaːjoː,e n w iː t aː j oː,,
2124,2,549,,,,enwiːtaːjeti,e n w iː t aː j e t i,,
2125,1,550,530,,9,inviːtus,i n v iː t u s,,
2126,1,550,530,,10,inviːtiː,i n v iː t iː,,
2127,2,550,,,,enwiːtos,e n w iː t o s,,
2128,2,550,,,,enwiːtiː,e n w iː t iː,,
2129,1,551,531,,21,iocus,i o c u s,,
